Id;ModeloCarro;DeviceId;ChargeType;DurationTicks;StartStateOfCharge;EndStateOfCharge;MeasuredBatteryEnergyInKwh;PeakPowerKw;DeltaSOC;DurationHours;valor_predito;confian�aa;MeasuredBatteryEnergyInKwh_Predict;Hit_Rate
175;E- SCUDO 4P;b11FD;AC;1,72593E+11;67;97,5;22,98999977;-0,471590906;33;4,794244444;-65536;-65536;16,69371491;0,748404697
176;E- SCUDO 4P;b11FD;AC;1,72593E+11;67;97,5;22,98999977;-0,471590906;33;4,794244444;-65536;-65536;16,69371491;0,748404697
177;KANGOO Z.E. MAXI 2 LUGARES 2P;b22F;AC;65713800000;56;92;11,14999962;-0,726136386;44;1,825383333;-65536;-65536;8,144707452;0,696446431
178;KANGOO Z.E. MAXI 2 LUGARES 2P;b22F;AC;65713800000;56;92;11,14999962;-0,726136386;44;1,825383333;-65536;-65536;8,144707452;0,696446431
179;KANGOO Z.E. MAXI 2 LUGARES 2P;b3C6;AC;25660600000;74;81;2,140000105;-0,211363643;26;0,712794444;-65536;-65536;4,821968895;0,696446431
180;KANGOO Z.E. MAXI 2 LUGARES 2P;b3C6;AC;25660600000;74;81;2,140000105;-0,211363643;26;0,712794444;-65536;-65536;4,821968895;0,696446431
181;KANGOO Z.E. MAXI 2 LUGARES 2P;b7E4;AC;45310540000;41;67;7,900000095;;59;1,258626111;-65536;-65536;6,452091164;0,696446431
182;KANGOO Z.E. MAXI 2 LUGARES 2P;b7E4;AC;45310540000;41;67;7,900000095;;59;1,258626111;-65536;-65536;6,452091164;0,696446431
183;KANGOO Z.E. MAXI 2 LUGARES 2P;b249;AC;55720370000;76;100;8,399999619;;24;1,547788056;-65536;-65536;7,31567119;0,696446431
184;KANGOO Z.E. MAXI 2 LUGARES 2P;b249;AC;55720370000;76;100;8,399999619;;24;1,547788056;-65536;-65536;7,31567119;0,696446431
185;KANGOO Z.E. MAXI 2 LUGARES 2P;b10F2;AC;30974770000;58,00024414;67;2,440000057;-1,143181801;41,99975586;0,860410278;-65536;-65536;5,262822498;0,696446431
186;KANGOO Z.E. MAXI 2 LUGARES 2P;b10F2;AC;30974770000;58,00024414;67;2,440000057;-1,143181801;41,99975586;0,860410278;-65536;-65536;5,262822498;0,696446431
187;E-JUMPY;b907;AC;53980000000;60,5;79,99983978;12,75988388;-0,535227299;39,5;1,499444444;-65536;-65536;7,782242636;0,716507305
188;E-JUMPY;b907;AC;53980000000;60,5;79,99983978;12,75988388;-0,535227299;39,5;1,499444444;-65536;-65536;7,782242636;0,716507305
189;E-JUMPY;b907;AC;442630000;60,5;60,5;0;-0,464772731;39,5;0,012295278;-65536;-65536;2,660974154;0,716507305
190;E-JUMPY;b907;AC;442630000;60,5;60,5;0;-0,464772731;39,5;0,012295278;-65536;-65536;2,660974154;0,716507305
191;KANGOO Z.E. MAXI 2 LUGARES 2P;b715;AC;282500000;95;95;0;-0,220454544;5;0,007847222;-65536;-65536;2,716649186;0,696446431
192;KANGOO Z.E. MAXI 2 LUGARES 2P;b715;AC;282500000;95;95;0;-0,220454544;5;0,007847222;-65536;-65536;2,716649186;0,696446431
193;MASTER FURGÃO L1H1 8M³ 2.3 2P;b1124;AC;36253170000;85;100;5,239999771;-0,217045456;15;1,0070325;-65536;-65536;-65536;-65536
194;MASTER FURGÃO L1H1 8M³ 2.3 2P;b1124;AC;36253170000;85;100;5,239999771;-0,217045456;15;1,0070325;-65536;-65536;-65536;-65536
195;KANGOO Z.E. MAXI 2 LUGARES 2P;bE69;AC;28422800000;85;92;2,200000048;-0,347727269;15;0,789522222;-65536;-65536;5,05111584;0,696446431
196;KANGOO Z.E. MAXI 2 LUGARES 2P;bE69;AC;28422800000;85;92;2,200000048;-0,347727269;15;0,789522222;-65536;-65536;5,05111584;0,696446431
197;KANGOO Z.E. MAXI 2 LUGARES 2P;b867;AC;22876030000;89;96;1,99000001;-0,577272713;11;0,635445278;-65536;-65536;4,590966176;0,696446431
198;KANGOO Z.E. MAXI 2 LUGARES 2P;b867;AC;22876030000;89;96;1,99000001;-0,577272713;11;0,635445278;-65536;-65536;4,590966176;0,696446431
199;KANGOO Z.E. MAXI 2 LUGARES 2P;bE74;AC;56070170000;10;25;4,650000095;-2,753409147;90;1,557504722;-65536;-65536;7,344689944;0,696446431
200;KANGOO Z.E. MAXI 2 LUGARES 2P;bE74;AC;56070170000;10;25;4,650000095;-2,753409147;90;1,557504722;-65536;-65536;7,344689944;0,696446431
201;KANGOO Z.E. MAXI 2 LUGARES 2P;bE6E;AC;2,31761E+11;42;99;18,36000061;-1,310227275;58;6,437801944;-65536;-65536;21,91966181;0,696446431
202;KANGOO Z.E. MAXI 2 LUGARES 2P;bE6E;AC;2,31761E+11;42;99;18,36000061;-1,310227275;58;6,437801944;-65536;-65536;21,91966181;0,696446431
203;E- SCUDO 4P;b11B4;AC;29530000;100;100;0;-0,151136369;0;0,000820278;-65536;-65536;2,049507144;0,748404697
204;KANGOO Z.E. MAXI 2 LUGARES 2P;b3C8;AC;21160600000;84;90;1,610000014;-0,784090936;16;0,587794444;-65536;-65536;4,448657311;0,696446431
205;KANGOO Z.E. MAXI 2 LUGARES 2P;b3C8;AC;21160600000;84;90;1,610000014;-0,784090936;16;0,587794444;-65536;-65536;4,448657311;0,696446431
206;KANGOO Z.E. MAXI 2 LUGARES 2P;b23A;AC;75090400000;66;100;11,55000019;-0,413636357;34;2,085844444;-65536;-65536;8,92257265;0,696446431
207;KANGOO Z.E. MAXI 2 LUGARES 2P;b23A;AC;75090400000;66;100;11,55000019;-0,413636357;34;2,085844444;-65536;-65536;8,92257265;0,696446431
208;E-JUMPY;bA01;AC;1,15233E+11;1,499994636;51;27,64999962;-0,406818181;98,50000536;3,200902778;-65536;-65536;13,64152369;0,716507305
209;E-JUMPY;bA01;AC;1,15233E+11;1,499994636;51;27,64999962;-0,406818181;98,50000536;3,200902778;-65536;-65536;13,64152369;0,716507305
210;E-JUMPY;b1059;AC;2510200000;36,5;36,9992218;0,139798269;-0,398863643;63,5;0,069727778;-65536;-65536;2,858753407;0,716507305
211;E-JUMPY;b1059;AC;2510200000;36,5;36,9992218;0,139798269;-0,398863643;63,5;0,069727778;-65536;-65536;2,858753407;0,716507305
212;E-JUMPY;bD27;AC;37860000000;71,75;76,62469482;2,809411526;-0,480681807;28,25;1,051666667;-65536;-65536;6,240238463;0,716507305
213;E-JUMPY;bD27;AC;37860000000;71,75;76,62469482;2,809411526;-0,480681807;28,25;1,051666667;-65536;-65536;6,240238463;0,716507305
214;E-EXPERT;bDB6;AC;58169129999;93,5;99;5,46999979;-0,5534091;6,5;1,615809167;-65536;-65536;7,406882991;0,650632105
215;E-JUMPY;bC64;AC;1178800000;100;100;0;-0,151136369;0;0,032744444;-65536;-65536;2,731394576;0,716507305
216;KANGOO Z.E. MAXI 2 LUGARES 2P;bAB1;AC;26891400000;87;94;2,170000076;-0,217045456;13;0,746983333;-65536;-65536;4,924073761;0,696446431
217;KANGOO Z.E. MAXI 2 LUGARES 2P;bAB1;AC;26891400000;87;94;2,170000076;-0,217045456;13;0,746983333;-65536;-65536;4,924073761;0,696446431
218;E- SCUDO 4P;b1149;AC;9470000;100;100;0;-0,151136369;0;0,000263056;-65536;-65536;2,047804796;0,748404697
219;KANGOO Z.E. MAXI 2 LUGARES 2P;b1238;AC;1,11108E+11;56;87;9,619999886;-0,323863626;44;3,086346389;-65536;-65536;11,91056437;0,696446431
220;E-JUMPY;b953;AC;11458530000;98,625;100;1,620000005;-0,550000012;1,375;0,3182925;-65536;-65536;3,714731211;0,716507305
221;KANGOO Z.E. MAXI 2 LUGARES 2P;b1238;AC;379530000;55,0000267;56;0,01;;44,9999733;0,0105425;-65536;-65536;2,724698613;0,696446431
222;KANGOO Z.E. MAXI 2 LUGARES 2P;bE02;AC;1,17887E+11;5;53;14,69999981;;95;3,274629722;-65536;-65536;12,47287116;0,696446431
223;KANGOO Z.E. MAXI 2 LUGARES 2P;bE02;AC;1819330000;5;5;0,219999999;-1,235227227;95;0,050536944;-65536;-65536;2,844141728;0,696446431
224;KANGOO Z.E. MAXI 2 LUGARES 2P;b11AA;AC;168670000;32,99995041;33;0;;67,00004959;0,004685278;-65536;-65536;2,707206062;0,696446431
225;KANGOO Z.E. MAXI 2 LUGARES 2P;b11AA;AC;168670000;32,99995041;33;0;;67,00004959;0,004685278;-65536;-65536;2,707206062;0,696446431
226;E-JUMPY;bC84;AC;824970000;100;100;0;-0,551136374;0;0,022915833;-65536;-65536;2,697547967;0,716507305
227;KANGOO Z.E. MAXI 2 LUGARES 2P;b3C3;AC;11772900000;93;99;2,079999924;-0,353409082;7;0,327025;-65536;-65536;3,669871278;0,696446431
228;KANGOO Z.E. MAXI 2 LUGARES 2P;b3C3;AC;11772900000;93;99;2,079999924;-0,353409082;7;0,327025;-65536;-65536;3,669871278;0,696446431
229;E-JUMPY;b10EF;AC;11051530000;97,5;100;1,659999967;-0,150000006;2,5;0,306986944;-65536;-65536;3,675798475;0,716507305
230;E-JUMPY;b10EF;AC;11051530000;97,5;100;1,659999967;-0,150000006;2,5;0,306986944;-65536;-65536;3,675798475;0,716507305
231;E-JUMPY;bE84;AC;58830570000;47,375;68,5;14,13000011;-0,094318181;52,625;1,6341825;-65536;-65536;8,246237622;0,716507305
232;E-JUMPY;bE84;AC;58830570000;47,375;68,5;14,13000011;-0,094318181;52,625;1,6341825;-65536;-65536;8,246237622;0,716507305
233;KANGOO Z.E. MAXI 2 LUGARES 2P;b235;AC;57738070000;40;74;10,34000015;-0,515909076;60;1,603835278;-65536;-65536;7,483055808;0,696446431
234;KANGOO Z.E. MAXI 2 LUGARES 2P;b235;AC;57738070000;40;74;10,34000015;-0,515909076;60;1,603835278;-65536;-65536;7,483055808;0,696446431
235;E-JUMPY;b5AC;AC;17910270000;96,5;100;1,700000048;-0,552272737;3,5;0,4975075;-65536;-65536;4,33189064;0,716507305
236;E-JUMPY;b5AC;AC;17910270000;96,5;100;1,700000048;-0,552272737;3,5;0,4975075;-65536;-65536;4,33189064;0,716507305
237;E- SCUDO 4P;b111A;AC;6027000000;100;100;0,25;-0,555681825;0;0,167416667;-65536;-65536;2,558469432;0,748404697
238;E- SCUDO 4P;b111A;AC;6027000000;100;100;0,25;-0,555681825;0;0,167416667;-65536;-65536;2,558469432;0,748404697
239;E- SCUDO 4P;b11FD;AC;18661600000;73,5;77,125;2;-0,479545444;26,5;0,518377778;-65536;-65536;3,630677367;0,748404697
240;E- SCUDO 4P;b11FD;AC;18661600000;73,5;77,125;2;-0,479545444;26,5;0,518377778;-65536;-65536;3,630677367;0,748404697
241;E-JUMPY;b769;AC;498670000;100;100;0;-0,150000006;0;0,013851944;-65536;-65536;2,666334818;0,716507305
242;E-JUMPY;b769;AC;498670000;100;100;0;-0,150000006;0;0,013851944;-65536;-65536;2,666334818;0,716507305
243;E-JUMPY;bFAE;AC;1,1318E+11;86;100;8,380000114;-0,537500024;14;3,143900833;-65536;-65536;13,44522713;0,716507305
244;E-JUMPY;bFAE;AC;1,1318E+11;86;100;8,380000114;-0,537500024;14;3,143900833;-65536;-65536;13,44522713;0,716507305
245;E-EXPERT;bC6B;AC;247300000;100;100;0;-0,551136374;0;0,006869444;-65536;-65536;2,551135437;0,650632105
246;E-EXPERT;bC6B;AC;247300000;100;100;0;-0,551136374;0;0,006869444;-65536;-65536;2,551135437;0,650632105
247;KANGOO Z.E. MAXI 2 LUGARES 2P;b10F1;AC;48076330000;15;42;8,149999619;-0,11477273;85;1,335453611;-65536;-65536;6,681535929;0,696446431
248;PARTNER RAPID BUSINESS PACK - MOTOR 1.4;b1131;AC;21462370000;56;69;3,960000038;;44;0,596176944;-65536;-65536;-65536;-65536
249;PARTNER RAPID BUSINESS PACK - MOTOR 1.4;b1131;AC;21462370000;56;69;3,960000038;;44;0,596176944;-65536;-65536;-65536;-65536
250;E-EXPERT;bC69;AC;271800000;100;100;0;-0,552272737;0;0,00755;-65536;-65536;2,55318934;0,650632105
251;E-EXPERT;bC69;AC;271800000;100;100;0;-0,552272737;0;0,00755;-65536;-65536;2,55318934;0,650632105
252;E- SCUDO 4P;b112A;AC;16439970000;98,25;100;1,539999962;-0,151136369;1,75;0,456665833;-65536;-65536;3,442143554;0,748404697
253;E- SCUDO 4P;b112A;AC;16439970000;98,25;100;1,539999962;-0,151136369;1,75;0,456665833;-65536;-65536;3,442143554;0,748404697
254;PARTNER RAPID BUSINESS PACK - MOTOR 1.4;b1131;AC;762370000;55;56;0,109999999;-0,201136366;45;0,021176944;-65536;-65536;-65536;-65536
255;PARTNER RAPID BUSINESS PACK - MOTOR 1.4;b1131;AC;762370000;55;56;0,109999999;-0,201136366;45;0,021176944;-65536;-65536;-65536;-65536
256;E-JUMPY;bD29;AC;1,30257E+11;72,5;100;17,15999985;-0,150000006;27,5;3,618261944;-65536;-65536;15,07877584;0,716507305
257;E-JUMPY;bD29;AC;1,30257E+11;72,5;100;17,15999985;-0,150000006;27,5;3,618261944;-65536;-65536;15,07877584;0,716507305
258;KANGOO Z.E. MAXI 2 LUGARES 2P;b7E4;AC;46661970000;15;41;8,149999619;-0,19204545;85;1,296165833;-65536;-65536;6,564203269;0,696446431
259;KANGOO Z.E. MAXI 2 LUGARES 2P;b7E4;AC;46661970000;15;41;8,149999619;-0,19204545;85;1,296165833;-65536;-65536;6,564203269;0,696446431
260;E- SCUDO 4P;b11B1;AC;255200000;100;100;0;-0,151136369;0;0,007088889;-65536;-65536;2,068658139;0,748404697
261;E- SCUDO 4P;b11B1;AC;255200000;100;100;0;-0,151136369;0;0,007088889;-65536;-65536;2,068658139;0,748404697
262;KANGOO Z.E. MAXI 2 LUGARES 2P;b1069;AC;25185870000;69;82;4,360000134;-0,751136363;31;0,6996075;-65536;-65536;4,782586182;0,696446431
263;KANGOO Z.E. MAXI 2 LUGARES 2P;b1069;AC;25185870000;69;82;4,360000134;-0,751136363;31;0,6996075;-65536;-65536;4,782586182;0,696446431
264;E-EXPERT;b1141;AC;393970000;91,5;91,5;0,01;-0,150000006;8,5;0,010943611;-65536;-65536;2,563431189;0,650632105
265;KANGOO Z.E. MAXI 2 LUGARES 2P;b249;AC;161800000;97;97;0;-0,355681807;3;0,004494444;-65536;-65536;2,706636139;0,696446431
266;KANGOO Z.E. MAXI 2 LUGARES 2P;b249;AC;161800000;97;97;0;-0,355681807;3;0,004494444;-65536;-65536;2,706636139;0,696446431
267;E- SCUDO 4P;b11FD;AC;9714270000;70,5;73,5;1,019999981;-0,478409082;29,5;0,269840833;-65536;-65536;2,871381606;0,748404697
268;E- SCUDO 4P;b11FD;AC;9714270000;70,5;73,5;1,019999981;-0,478409082;29,5;0,269840833;-65536;-65536;2,871381606;0,748404697
269;E-EXPERT;bF1F;AC;992170000;94,625;94,875;0,119999997;-0,550000012;5,375;0,027560278;-65536;-65536;2,613579953;0,650632105
270;E-EXPERT;bBB2;AC;66339500000;60,25;74,5;10,22999954;-0,461363643;39,75;1,842763889;-65536;-65536;8,091827754;0,650632105
271;KANGOO Z.E. MAXI 2 LUGARES 2P;b3F3;AC;61212100000;18,00165558;53;10,39000034;;81,99834442;1,700336111;-65536;-65536;7,771254839;0,696446431
272;KANGOO Z.E. MAXI 2 LUGARES 2P;b3F3;AC;61212100000;18,00165558;53;10,39000034;;81,99834442;1,700336111;-65536;-65536;7,771254839;0,696446431
273;KANGOO Z.E. MAXI 2 LUGARES 2P;b10D9;AC;4216130000;100;100;0,289999992;-0,586363614;0;0,117114722;-65536;-65536;3,042975773;0,696446431
274;KANGOO Z.E. MAXI 2 LUGARES 2P;b10D9;AC;4216130000;100;100;0,289999992;-0,586363614;0;0,117114722;-65536;-65536;3,042975773;0,696446431
275;KANGOO Z.E. MAXI 2 LUGARES 2P;b10D9;AC;4216130000;100;100;0,289999992;-0,586363614;0;0,117114722;-65536;-65536;3,042975773;0,696446431
276;KANGOO Z.E. MAXI 2 LUGARES 2P;b1288;AC;28969300000;73,9832077;91;5,289999962;-0,339772731;26,0167923;0,804702778;-65536;-65536;5,096452458;0,696446431
277;KANGOO Z.E. MAXI 2 LUGARES 2P;b1288;AC;28969300000;73,9832077;91;5,289999962;-0,339772731;26,0167923;0,804702778;-65536;-65536;5,096452458;0,696446431
278;E-JUMPY;bD2B;AC;1182000000;100;100;0,02;-0,150000006;0;0,032833333;-65536;-65536;2,731700681;0,716507305
279;JAC IEV1200T AT 4X2 2P;b3DF;DC;69600000;100;100;0;;0;0,001933333;-65536;-65536;-0,004152786;0,438444424
280;E-JUMPY FURGÃO 2P;b126A;AC;1,86309E+11;58,375;100;28,79999924;-0,151136369;41,625;5,175251944;-65536;-65536;-65536;-65536
281;E-JUMPY FURGÃO 2P;b126A;AC;1,86309E+11;58,375;100;28,79999924;-0,151136369;41,625;5,175251944;-65536;-65536;-65536;-65536
282;KANGOO Z.E. MAXI 2 LUGARES 2P;bA1D;AC;37680400000;86,00002289;100;5,25;;13,99997711;1,046677778;-65536;-65536;5,819109021;0,696446431
283;E- SCUDO 4P;b11B0;AC;21567300000;79,5;82;1,649999976;-0,532954574;20,5;0,599091667;-65536;-65536;3,877263298;0,748404697
284;E- SCUDO 4P;b11B0;AC;21567300000;79,5;82;1,649999976;-0,532954574;20,5;0,599091667;-65536;-65536;3,877263298;0,748404697
285;KANGOO Z.E. MAXI 2 LUGARES 2P;b123A;AC;32024800000;87;99;4,559999943;-0,135227278;13;0,889577778;-65536;-65536;5,349931023;0,696446431
286;KANGOO Z.E. MAXI 2 LUGARES 2P;b123A;AC;32024800000;87;99;4,559999943;-0,135227278;13;0,889577778;-65536;-65536;5,349931023;0,696446431
287;KANGOO Z.E. MAXI 2 LUGARES 2P;b71F;AC;29116470000;35,99211884;51;5,070000172;-0,395454556;64,00788116;0,808790833;-65536;-65536;5,108661406;0,696446431
288;KANGOO Z.E. MAXI 2 LUGARES 2P;b5F1;AC;43810430000;82;100;6,050000191;-2,155681849;18;1,216956389;-65536;-65536;6,327644844;0,696446431
289;E-JUMPY;bCD0;AC;14400000;100;100;0;-0,150000006;0;0,0004;-65536;-65536;2,620010602;0,716507305
290;E-JUMPY;bD29;AC;28657730000;65,25;72,5;4,639999866;-0,095454544;34,75;0,796048056;-65536;-65536;5,359969311;0,716507305
291;E-JUMPY;bD29;AC;28657730000;65,25;72,5;4,639999866;-0,095454544;34,75;0,796048056;-65536;-65536;5,359969311;0,716507305
292;KANGOO Z.E. MAXI 2 LUGARES 2P;b10EB;AC;1849870000;87,00034332;88,00448608;0,280000001;;12,99965668;0,051385278;-65536;-65536;2,846675269;0,696446431
293;KANGOO Z.E. MAXI 2 LUGARES 2P;b10EB;AC;1849870000;87,00034332;88,00448608;0,280000001;;12,99965668;0,051385278;-65536;-65536;2,846675269;0,696446431
294;KANGOO Z.E. MAXI 5 LUGARES 2P;bE94;AC;95507470000;29;81;15,60999966;;71;2,652985278;-65536;-65536;-65536;-65536
295;KANGOO Z.E. MAXI 5 LUGARES 2P;bE94;AC;95507470000;29;81;15,60999966;;71;2,652985278;-65536;-65536;-65536;-65536
296;E-EXPERT;bD31;AC;72780830000;84;95,125;7,349999905;-0,537500024;16;2,021689722;-65536;-65536;8,631822302;0,650632105
297;KANGOO Z.E. MAXI 2 LUGARES 2P;b402;AC;65113330000;15;55;12,35999966;-0,497727275;85;1,808703611;-65536;-65536;8,094893583;0,696446431
298;KANGOO Z.E. MAXI 2 LUGARES 2P;b402;AC;65113330000;15;55;12,35999966;-0,497727275;85;1,808703611;-65536;-65536;8,094893583;0,696446431
299;E-EXPERT ELÉTRICO 2P;b1240;AC;2,82816E+11;61,375;80,375;12,31000042;-0,477272719;38,625;7,855993611;-65536;-65536;-65536;-65536
300;E-EXPERT ELÉTRICO 2P;b1240;AC;2,82816E+11;61,375;80,375;12,31000042;-0,477272719;38,625;7,855993611;-65536;-65536;-65536;-65536
301;KANGOO Z.E. MAXI 2 LUGARES 2P;b71F;AC;13151570000;32;39;2,200000048;-0,507954538;68;0,365321389;-65536;-65536;3,784243163;0,696446431
302;E- SCUDO 4P;b11D5;AC;927630000;100;100;0;-0,151136369;0;0,0257675;-65536;-65536;2,125722453;0,748404697
303;E- SCUDO 4P;b1130;AC;631330000;100;100;0;-0,151136369;0;0,017536944;-65536;-65536;2,100577596;0,748404697
304;E- SCUDO 4P;b1130;AC;631330000;100;100;0;-0,151136369;0;0,017536944;-65536;-65536;2,100577596;0,748404697
305;E- SCUDO 4P;b11D4;AC;1230370000;100;100;0;-0,151136369;0;0,034176944;-65536;-65536;2,151413827;0,748404697
306;E- SCUDO 4P;b11D4;AC;1230370000;100;100;0;-0,151136369;0;0,034176944;-65536;-65536;2,151413827;0,748404697
307;E- SCUDO 4P;b11D5;AC;677300000;100;100;0;-0,151136369;0;0,018813889;-65536;-65536;2,104478741;0,748404697
308;E-EXPERT;bD31;AC;244830000;84;84;0;-0,537500024;16;0,006800833;-65536;-65536;2,55092837;0,650632105
309;KANGOO Z.E. MAXI 2 LUGARES 2P;b409;AC;89021000000;32;78,00145721;14,39999962;-0,903409064;68;2,472805556;-65536;-65536;10,07822917;0,696446431
310;KANGOO Z.E. MAXI 2 LUGARES 2P;b409;AC;89021000000;32;78,00145721;14,39999962;-0,903409064;68;2,472805556;-65536;-65536;10,07822917;0,696446431
311;KANGOO Z.E. MAXI 2 LUGARES 2P;b3FF;AC;78078070000;40;84;13,78999996;-0,512499988;60;2,168835278;-65536;-65536;9,170424165;0,696446431
312;KANGOO Z.E. MAXI 2 LUGARES 2P;b3FF;AC;78078070000;40;84;13,78999996;-0,512499988;60;2,168835278;-65536;-65536;9,170424165;0,696446431
313;E-JUMPY;b5AA;AC;98518230000;21,375;59,75;23,60000038;-0,463636369;78,625;2,7366175;-65536;-65536;12,04267294;0,716507305
314;E-JUMPY;b5AA;AC;98518230000;21,375;59,75;23,60000038;-0,463636369;78,625;2,7366175;-65536;-65536;12,04267294;0,716507305
315;KANGOO Z.E. MAXI 2 LUGARES 2P;b3CC;AC;1,1107E+11;74;100;8,880000114;-0,551136374;26;3,085288889;-65536;-65536;11,90740615;0,696446431
316;KANGOO Z.E. MAXI 2 LUGARES 2P;b1014;AC;81098900000;77;98;6,550000191;-0,638636351;23;2,252747222;-65536;-65536;9,421026571;0,696446431
317;KANGOO Z.E. MAXI 2 LUGARES 2P;b1014;AC;81098900000;77;98;6,550000191;-0,638636351;23;2,252747222;-65536;-65536;9,421026571;0,696446431
318;KANGOO Z.E. MAXI 2 LUGARES 2P;b10E1;AC;16090370000;99;100;1,139999986;;1;0,446954722;-65536;-65536;4,028040514;0,696446431
319;KANGOO Z.E. MAXI 2 LUGARES 2P;b10E1;AC;16090370000;99;100;1,139999986;;1;0,446954722;-65536;-65536;4,028040514;0,696446431
320;KANGOO Z.E. MAXI 2 LUGARES 2P;b401;AC;1,2663E+11;42;100;18,70000076;-0,223863631;58;3,517510278;-65536;-65536;13,19823216;0,696446431
321;KANGOO Z.E. MAXI 2 LUGARES 2P;b401;AC;1,2663E+11;42;100;18,70000076;-0,223863631;58;3,517510278;-65536;-65536;13,19823216;0,696446431
322;KANGOO Z.E. MAXI 2 LUGARES 2P;b10EB;AC;34395870000;69;87,99957275;5,739999771;-0,130681813;31;0,955440833;-65536;-65536;5,546630555;0,696446431
323;KANGOO Z.E. MAXI 2 LUGARES 2P;b10EB;AC;34395870000;69;87,99957275;5,739999771;-0,130681813;31;0,955440833;-65536;-65536;5,546630555;0,696446431
324;KANGOO Z.E. MAXI 2 LUGARES 2P;b10EB;AC;493200000;68,99996948;69;0,059999999;;31,00003052;0,0137;-65536;-65536;2,734128463;0,696446431
325;KANGOO Z.E. MAXI 2 LUGARES 2P;b10EB;AC;493200000;68,99996948;69;0,059999999;;31,00003052;0,0137;-65536;-65536;2,734128463;0,696446431
326;E-EXPERT;b1265;AC;1,6074E+11;92;100;7,079999924;-0,556818187;8;4,464990833;-65536;-65536;16,00565566;0,650632105
327;E-EXPERT;b1265;AC;1,6074E+11;92;100;7,079999924;-0,556818187;8;4,464990833;-65536;-65536;16,00565566;0,650632105
328;KANGOO Z.E. MAXI 2 LUGARES 2P;b3FB;AC;1,34983E+11;31;100;21,96999931;-0,786363661;69;3,749526944;-65536;-65536;13,89114823;0,696446431
329;KANGOO Z.E. MAXI 2 LUGARES 2P;b3FB;AC;1,34983E+11;31;100;21,96999931;-0,786363661;69;3,749526944;-65536;-65536;13,89114823;0,696446431
330;KANGOO Z.E. MAXI 2 LUGARES 2P;bEDE;AC;78528800000;83,00003815;99;6;-0,217045456;16,99996185;2,181355556;-65536;-65536;9,207815882;0,696446431
331;KANGOO Z.E. MAXI 2 LUGARES 2P;bEDE;AC;78528800000;83,00003815;99;6;-0,217045456;16,99996185;2,181355556;-65536;-65536;9,207815882;0,696446431
332;E-JUMPY;b1008;AC;65285430000;90,625;100;8,779999733;-0,151136369;9,375;1,813484167;-65536;-65536;8,863695504;0,716507305
333;JAC IEV1200T AT 4X2 2P;b1214;AC;15300000;100;100;0;;0;0,000425;-65536;-65536;-0,007725974;0,965379758
334;JAC IEV1200T AT 4X2 2P;b1214;AC;15300000;100;100;0;;0;0,000425;-65536;-65536;-0,007725974;0,965379758
335;KANGOO Z.E. MAXI 2 LUGARES 2P;bA80;AC;75380270000;62,00003052;100;12,23999977;-0,122727275;37,99996948;2,093896389;-65536;-65536;8,946619723;0,696446431
336;KANGOO Z.E. MAXI 2 LUGARES 2P;bCDC;AC;1,85499E+11;49;99;15,11999989;;51;5,152751944;-65536;-65536;18,08186941;0,696446431
337;E-EXPERT;b104E;AC;2,24368E+11;25,12500381;100;50,63000107;-0,348863631;74,87499619;6,232443611;-65536;-65536;21,33979241;0,650632105
338;KANGOO Z.E. MAXI 2 LUGARES 2P;b406;AC;87194500000;49;56;1,929999948;-0,598863661;51;2,422069444;-65536;-65536;9,926706146;0,696446431
339;KANGOO Z.E. MAXI 2 LUGARES 2P;b406;AC;166830000;49;49;0;-0,726136386;51;0,004634167;-65536;-65536;2,707053419;0,696446431
340;E- SCUDO 4P;b11FD;AC;1,43945E+11;47,375;70,5;15,27999973;-0,478409082;52,625;3,998470278;-65536;-65536;14,26257553;0,748404697
341;E-JUMPY;b9BE;AC;1,25891E+11;82;100;12,86999989;-0,534090936;18;3,496976944;-65536;-65536;14,6611089;0,716507305
342;E-JUMPY;b9BE;AC;1,25891E+11;82;100;12,86999989;-0,534090936;18;3,496976944;-65536;-65536;14,6611089;0,716507305
343;E- SCUDO 4P;b1270;AC;2,44214E+11;55;93,125;26,25;-0,090909094;45;6,783715833;-65536;-65536;22,77167324;0,748404697
344;E- SCUDO 4P;b1270;AC;2,44214E+11;55;93,125;26,25;-0,090909094;45;6,783715833;-65536;-65536;22,77167324;0,748404697
345;E- SCUDO 4P;b126E;AC;1,59293E+11;21;50,5;18,69000053;-0,346590906;79;4,424814722;-65536;-65536;15,56508422;0,748404697
346;E- SCUDO 4P;b126E;AC;1,59293E+11;21;50,5;18,69000053;-0,346590906;79;4,424814722;-65536;-65536;15,56508422;0,748404697
347;E-JUMPY;b987;AC;2,16829E+11;65,125;100;22,54999924;-0,469318181;34,875;6,023019444;-65536;-65536;23,35999542;0,716507305
